date,log_price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,sqft_basement,house_age,isRenovated,city,statezip
2014-05-29,12.49,4,1,1880,7632,1,0,0,700,36,Older Renovation,Federal Way,WA 98023
2014-05-29,13.34,4,2,2300,3400,1,0,0,750,99,Not Renovated,Seattle,WA 98117
2014-05-29,12.91,3,2,1240,14404,1,0,0,0,26,Older Renovation,Redmond,WA 98053
2014-05-29,12.61,2,1,820,3844,1,0,0,0,98,Not Renovated,Seattle,WA 98133
2014-05-29,12.35,4,2,1530,6375,2,0,0,0,72,Older Renovation,Renton,WA 98058
2014-05-29,13.58,5,3,2900,12160,1,0,0,1010,47,Not Renovated,Bellevue,WA 98005
2014-05-29,12.90,4,2,1240,3867,1,0,0,440,27,Older Renovation,Seattle,WA 98125
2014-05-29,13.76,4,3,4140,13392,2,0,0,0,14,Not Renovated,Newcastle,WA 98059
2014-05-29,13.02,4,2,2240,7725,1,0,0,1120,58,Not Renovated,Seattle,WA 98106
2014-05-29,13.30,3,2,1480,5000,1,0,0,730,86,Not Renovated,Seattle,WA 98117
2014-05-29,12.71,3,2,2270,8876,1,0,0,890,37,Older Renovation,Renton,WA 98058
2014-05-29,11.95,3,1,1250,6250,1,0,0,220,65,Not Renovated,Seattle,WA 98108
2014-05-29,12.90,5,2,1930,9747,1,0,0,910,52,Not Renovated,Kenmore,WA 98028
2014-05-29,12.76,4,1,1700,7800,1,0,0,580,33,Not Renovated,Renton,WA 98059
2014-05-29,13.18,3,1,1590,6420,1,0,0,0,70,Not Renovated,Seattle,WA 98136
2014-05-29,12.91,5,1,1880,10000,1,0,0,920,51,Older Renovation,Kirkland,WA 98034
2014-05-29,13.36,4,1,1640,4240,1,0,0,720,93,Not Renovated,Seattle,WA 98117
2014-05-29,13.20,3,1,2600,5085,1,0,0,1200,74,Older Renovation,Seattle,WA 98126
2014-05-29,12.90,2,1,710,1173,2,0,0,0,71,Not Renovated,Seattle,WA 98102
2014-05-29,14.95,6,4,6980,15682,3,0,4,1650,15,Not Renovated,Mercer Island,WA 98040
2014-05-29,12.71,3,1,1460,5040,1,0,0,360,43,Not Renovated,Seattle,WA 98133
2014-05-29,12.61,3,2,2080,9827,2,0,0,0,25,Not Renovated,Federal Way,WA 98023
2014-05-29,13.17,5,2,2630,9216,2,0,0,0,11,Not Renovated,Duvall,WA 98019
2014-05-29,14.83,4,3,4430,21000,2,0,0,0,62,Older Renovation,Medina,WA 98039
2014-05-29,13.31,4,2,2760,6850,2,0,0,0,15,Not Renovated,Newcastle,WA 98056
2014-05-29,12.90,4,2,1670,12056,1,0,0,0,59,Older Renovation,Kenmore,WA 98028
2014-05-29,13.01,4,1,1990,4725,1,0,0,800,70,Not Renovated,Seattle,WA 98126
2014-05-29,13.17,3,3,2600,5238,1,0,3,710,25,Not Renovated,Des Moines,WA 98198
2014-05-29,12.89,2,1,1320,1824,1,0,0,0,105,Older Renovation,Seattle,WA 98144
2014-05-29,13.14,3,1,2240,3800,2,0,0,870,85,Not Renovated,Seattle,WA 98115
2014-05-29,13.49,4,2,1960,8680,1,0,0,670,55,Not Renovated,Bellevue,WA 98004
2014-05-29,13.13,3,2,2590,108900,2,0,0,610,26,Older Renovation,Maple Valley,WA 98038
2014-05-29,13.42,4,2,2620,6707,2,0,0,0,14,Not Renovated,Sammamish,WA 98075
2014-05-29,13.66,3,2,2770,9136,2,0,0,0,23,Not Renovated,Bellevue,WA 98006
2014-05-29,13.07,3,1,2110,10005,1,0,0,1000,90,Older Renovation,Kirkland,WA 98033
2014-05-29,12.59,4,2,2290,4539,2,0,0,0,13,Not Renovated,Renton,WA 98058
2014-05-29,14.17,4,4,4960,6000,2,0,0,1280,105,Older Renovation,Seattle,WA 98109
2014-05-29,12.43,2,1,1110,26051,1,0,0,0,63,Older Renovation,SeaTac,WA 98168
2014-05-29,13.40,4,2,3310,6166,2,0,0,0,6,Not Renovated,Snoqualmie,WA 98065
2014-05-29,11.33,2,1,900,8580,1,0,0,0,96,Not Renovated,Tukwila,WA 98168
2014-05-29,13.44,3,1,1940,7313,1,0,1,500,54,Older Renovation,Seattle,WA 98136
2014-05-29,12.25,3,1,1590,7617,2,0,0,0,28,Not Renovated,Des Moines,WA 98198
2014-05-29,13.39,3,2,2930,6050,2,0,0,0,6,Not Renovated,Snoqualmie,WA 98065
2014-05-29,12.77,4,2,2040,22653,2,0,0,0,3,Not Renovated,Seattle,WA 98168
2014-05-29,12.63,2,2,1000,905,3,0,0,0,8,Not Renovated,Seattle,WA 98117
2014-05-29,13.38,3,3,1730,1229,2,0,2,410,6,Not Renovated,Seattle,WA 98119
2014-05-30,12.86,3,1,1220,4800,1,0,0,0,113,Not Renovated,Seattle,WA 98122
2014-05-30,13.66,3,2,3060,12095,2,0,0,0,31,Recently Renovated,Bellevue,WA 98006
2014-05-30,12.89,4,2,2910,5000,2,0,0,0,12,Not Renovated,Covington,WA 98042
2014-05-30,12.47,3,1,1050,5850,1,0,0,0,34,Not Renovated,Burien,WA 98166
2014-05-30,12.19,3,2,1560,7352,1,0,0,0,22,Not Renovated,Algona,WA 98001
2014-05-30,12.96,3,1,1680,3000,1,0,2,840,114,Older Renovation,Seattle,WA 98103
2014-05-30,14.69,4,3,4140,20734,1,0,1,840,37,Older Renovation,Clyde Hill,WA 98004
2014-05-30,12.82,3,2,1550,8509,1,0,0,400,55,Older Renovation,Seattle,WA 98106
2014-05-30,14.14,6,2,5700,20000,1,0,4,2850,37,Not Renovated,Bellevue,WA 98006
2014-05-30,12.77,3,2,2200,7278,2,0,0,0,24,Recently Renovated,Renton,WA 98058
2014-05-30,13.38,2,2,1740,2500,2,0,2,530,20,Not Renovated,Seattle,WA 98112
2014-05-30,12.61,3,1,1210,9525,1,0,0,0,59,Older Renovation,Seattle,WA 98106
2014-05-30,13.35,4,3,4240,25639,2,0,3,690,25,Not Renovated,Federal Way,WA 98023
2014-05-30,12.15,3,2,1590,11745,1,0,0,500,36,Not Renovated,Auburn,WA 98001
2014-05-30,13.48,4,1,3420,7200,1,0,3,1650,67,Not Renovated,Seattle,WA 98125
2014-05-30,13.40,4,2,3190,11375,1,0,0,980,68,Not Renovated,Seattle,WA 98125
2014-05-30,13.10,3,1,1920,5405,1,0,2,960,67,Older Renovation,Seattle,WA 98126
2014-05-30,12.94,2,1,1340,4664,1,0,0,0,10,Older Renovation,Redmond,WA 98053
2014-05-30,13.53,3,1,1700,8400,1,0,0,240,67,Recently Renovated,Seattle,WA 98199
2014-05-30,13.46,4,2,2310,3570,1,0,0,820,87,Recently Renovated,Seattle,WA 98103
2014-05-30,12.96,3,1,1510,44000,1,0,0,270,25,Not Renovated,North Bend,WA 98045
2014-05-30,13.37,3,2,2670,10082,1,0,0,0,27,Older Renovation,Sammamish,WA 98074
2014-05-30,13.39,4,2,2060,8470,1,0,0,620,31,Recently Renovated,Bellevue,WA 98006
2014-05-30,14.13,3,2,2090,6000,1,0,0,0,86,Not Renovated,Seattle,WA 98105
2014-05-30,13.03,5,2,3090,23265,1,0,0,100,57,Older Renovation,Bothell,WA 98011
2014-05-30,12.71,2,2,1240,1546,2,0,0,0,7,Not Renovated,Seattle,WA 98108
2014-05-30,12.86,3,2,1860,3690,2,0,0,0,14,Not Renovated,Kenmore,WA 98028
2014-05-30,13.24,3,1,2000,7350,1,0,0,0,61,Not Renovated,Seattle,WA 98177
2014-05-30,13.76,4,1,2500,92347,1,0,0,1000,44,Not Renovated,Mercer Island,WA 98040
2014-05-30,13.05,4,2,1820,20349,1,0,0,480,37,Not Renovated,Woodinville,WA 98072
2014-05-30,12.96,3,2,1820,8058,1,0,0,560,40,Not Renovated,Kirkland,WA 98034
2014-05-30,12.66,3,2,1060,5750,1,0,0,0,33,Recently Renovated,Seattle,WA 98126
2014-05-30,13.18,3,2,1950,9906,2,0,0,0,26,Older Renovation,Sammamish,WA 98074
2014-05-30,12.90,2,1,940,4800,1,0,0,0,103,Older Renovation,Seattle,WA 98116
2014-05-30,12.03,2,1,1220,3568,1,0,0,0,38,Older Renovation,Des Moines,WA 98198
2014-05-30,14.45,5,3,4180,17935,2,0,0,0,10,Older Renovation,Bellevue,WA 98004
2014-05-30,12.83,3,1,1200,9800,1,0,0,0,43,Not Renovated,Woodinville,WA 98072
2014-05-30,13.51,5,3,3990,18897,2,0,0,900,77,Recently Renovated,Seattle,WA 98125
2014-05-30,12.54,2,1,1880,7560,1,0,0,940,95,Older Renovation,Seattle,WA 98126
2014-05-30,12.68,4,2,2280,7200,2,0,0,0,20,Not Renovated,Kent,WA 98030
2014-05-30,13.04,3,1,2580,11000,1,0,0,1290,63,Older Renovation,Bellevue,WA 98006
2014-05-30,13.53,4,2,2600,4674,1,0,0,1040,38,Not Renovated,Seattle,WA 98115
2014-05-30,14.04,4,2,3150,13700,2,0,0,0,48,Not Renovated,Mercer Island,WA 98040
2014-05-30,15.13,4,3,5550,28078,2,0,2,2200,14,Not Renovated,Medina,WA 98039
2014-05-30,12.96,5,2,2220,4000,1,0,0,990,41,Recently Renovated,Seattle,WA 98144
2014-05-30,13.59,2,2,1730,31491,2,1,2,0,67,Older Renovation,Vashon,WA 98070
2014-05-30,13.51,4,3,2840,4120,1,0,0,780,83,Not Renovated,Seattle,WA 98118
2014-05-30,13.37,4,2,2560,8780,2,0,0,0,22,Not Renovated,Issaquah,WA 98029
2014-05-30,12.39,3,2,1330,6000,1,0,0,700,114,Older Renovation,Seattle,WA 98108
2014-05-30,13.38,2,1,1890,5202,1,0,0,0,105,Older Renovation,Seattle,WA 98117
2014-05-30,13.64,7,4,4290,37607,1,0,0,0,32,Not Renovated,Issaquah,WA 98027
2014-05-30,13.07,2,2,1540,54450,2,0,0,0,31,Recently Renovated,Redmond,WA 98053
2014-05-30,13.25,4,2,2340,50233,1,0,0,1170,48,Not Renovated,Sammamish,WA 98075
2014-05-30,12.69,3,1,2180,10230,1,0,0,1090,53,Older Renovation,Seattle,WA 98118
2014-05-30,13.62,3,2,2780,11964,2,0,0,0,5,Not Renovated,Kirkland,WA 98034
2014-05-30,13.12,4,2,2620,6019,2,0,0,0,1,Older Renovation,North Bend,WA 98045
2014-05-30,13.73,4,3,3760,5000,2,0,0,900,0,Not Renovated,Seattle,WA 98117
2014-05-30,13.21,4,2,2720,4738,2,0,0,0,2,Older Renovation,Snoqualmie,WA 98065
2014-05-31,13.40,3,2,2675,40910,2,0,0,0,30,Not Renovated,Sammamish,WA 98075
2014-05-31,13.20,5,2,2080,13189,2,0,0,0,27,Older Renovation,Sammamish,WA 98074
2014-05-31,13.45,3,2,2460,12028,2,0,0,0,18,Not Renovated,Redmond,WA 98052
2014-05-31,12.58,3,2,1960,3480,2,0,0,0,10,Older Renovation,Renton,WA 98056
2014-05-31,13.28,4,2,2550,6256,2,0,0,0,22,Not Renovated,Woodinville,WA 98072
2014-05-31,13.33,3,2,1760,1146,3,0,0,0,0,Not Renovated,Seattle,WA 98122
2014-06-01,13.04,3,1,1620,7330,1,0,0,530,40,Not Renovated,Kirkland,WA 98034
2014-06-01,12.40,3,1,1790,12000,1,0,0,750,54,Recently Renovated,Des Moines,WA 98198
2014-06-01,14.22,4,3,3480,7232,2,0,0,900,88,Recently Renovated,Seattle,WA 98144
2014-06-01,13.40,4,1,2780,9900,2,0,0,0,36,Older Renovation,Sammamish,WA 98074
2014-06-01,14.28,5,3,3640,8239,2,0,3,1100,32,Not Renovated,Bellevue,WA 98008
2014-06-01,12.43,1,1,750,4000,1,0,0,0,96,Not Renovated,Seattle,WA 98136
2014-06-02,12.66,3,1,960,6634,1,0,0,0,62,Older Renovation,Seattle,WA 98125
2014-06-02,12.91,3,1,2030,8880,1,0,0,700,51,Older Renovation,Seattle,WA 98108
2014-06-02,13.24,3,2,2930,5569,1,0,0,1070,10,Older Renovation,Woodinville,WA 98072
2014-06-02,12.56,2,2,1380,1073,2,0,0,240,3,Not Renovated,Seattle,WA 98126
2014-06-02,13.12,3,2,1720,5525,1,0,2,760,73,Not Renovated,Seattle,WA 98108
2014-06-02,12.85,2,1,1210,4800,1,0,0,150,64,Older Renovation,Seattle,WA 98108
2014-06-02,13.06,3,1,950,4250,1,0,0,0,66,Older Renovation,Seattle,WA 98122
2014-06-02,12.91,2,1,1710,4234,2,0,0,380,94,Older Renovation,Seattle,WA 98136
2014-06-02,12.99,2,2,1410,12282,1,0,0,0,105,Older Renovation,Preston,WA 98050
2014-06-02,13.17,4,2,2910,7631,2,0,2,0,8,Not Renovated,Maple Valley,WA 98038
2014-06-02,13.27,4,2,2220,7064,2,0,0,0,26,Older Renovation,Issaquah,WA 98029
2014-06-02,14.04,5,3,3160,13238,2,0,0,0,42,Not Renovated,Mercer Island,WA 98040
2014-06-02,12.52,3,2,1380,4500,1,0,0,0,6,Not Renovated,Maple Valley,WA 98038
2014-06-02,13.35,3,2,1760,5000,1,0,0,800,94,Not Renovated,Seattle,WA 98199
2014-06-02,12.89,1,1,730,3000,1,0,0,0,103,Older Renovation,Seattle,WA 98107
2014-06-02,13.78,4,2,2460,5000,2,0,0,840,76,Not Renovated,Seattle,WA 98112
2014-06-02,13.62,3,1,2160,6272,1,0,0,770,54,Older Renovation,Seattle,WA 98115
2014-06-02,13.40,4,2,1990,4600,1,0,2,570,82,Older Renovation,Seattle,WA 98126
2014-06-02,13.58,3,3,3740,39640,2,0,2,0,23,Not Renovated,Vashon,WA 98070
2014-06-02,13.41,4,2,2710,5500,2,0,0,0,15,Not Renovated,Sammamish,WA 98074
2014-06-02,12.77,3,2,2680,7836,2,0,0,0,24,Recently Renovated,Auburn,WA 98092
2014-06-02,12.43,4,2,1850,7560,1,0,0,310,36,Older Renovation,Kent,WA 98032
2014-06-02,13.50,4,2,3190,7869,2,0,2,0,13,Not Renovated,Snoqualmie,WA 98065
2014-06-02,13.82,3,2,2730,5832,2,0,0,0,16,Older Renovation,Bellevue,WA 98005
2014-06-02,13.44,3,1,1840,9990,2,0,0,0,53,Not Renovated,Seattle,WA 98177
2014-06-02,13.41,4,2,2720,10000,2,0,0,0,27,Older Renovation,Sammamish,WA 98074
2014-06-02,14.49,4,3,4370,8510,2,0,1,760,11,Not Renovated,Bellevue,WA 98004
2014-06-02,13.39,3,2,2290,3475,2,0,0,0,8,Not Renovated,Issaquah,WA 98029
2014-06-02,12.97,2,1,990,4802,1,0,0,0,67,Recently Renovated,Seattle,WA 98117
2014-06-02,12.63,2,1,1140,2980,2,0,0,0,26,Older Renovation,Issaquah,WA 98029
2014-06-02,13.60,4,1,1840,4337,2,0,0,0,97,Not Renovated,Seattle,WA 98112
2014-06-02,12.99,2,1,1110,6800,1,0,0,110,67,Not Renovated,Seattle,WA 98133
2014-06-02,13.33,4,2,2150,9070,2,0,0,0,29,Not Renovated,Redmond,WA 98052
2014-06-02,13.85,3,2,2230,5750,2,0,0,0,11,Not Renovated,Kirkland,WA 98033
2014-06-02,13.03,2,1,1170,6000,1,0,0,200,73,Older Renovation,Seattle,WA 98103
2014-06-02,13.36,3,2,1960,7200,1,0,0,980,74,Older Renovation,Seattle,WA 98118
2014-06-02,13.42,3,2,2610,9002,2,0,0,0,26,Older Renovation,Redmond,WA 98052
2014-06-02,12.66,3,2,2130,8721,1,0,0,560,27,Older Renovation,Kent,WA 98031
2014-06-02,13.77,3,2,3020,43560,2,0,0,300,45,Recently Renovated,Bellevue,WA 98005
2014-06-02,13.80,3,1,1670,5400,2,0,0,0,102,Not Renovated,Seattle,WA 98112
2014-06-02,13.05,3,1,1890,7004,1,0,0,600,49,Older Renovation,Seattle,WA 98118
2014-06-02,12.63,3,1,950,13475,1,0,0,0,64,Older Renovation,Shoreline,WA 98155
2014-06-02,13.38,4,2,2430,14400,1,0,0,760,51,Not Renovated,Bellevue,WA 98007
2014-06-02,13.50,4,2,2360,6000,1,0,0,1100,75,Not Renovated,Seattle,WA 98199
2014-06-02,12.81,3,1,1510,8301,1,0,0,0,47,Recently Renovated,Kirkland,WA 98034
2014-06-02,12.58,3,2,2080,4828,2,0,0,0,12,Not Renovated,Covington,WA 98042
2014-06-02,13.07,3,2,1750,15500,1,0,0,260,32,Not Renovated,Sammamish,WA 98075
2014-06-02,13.22,3,2,1810,4064,1,0,0,0,89,Older Renovation,Seattle,WA 98103
2014-06-02,12.92,4,1,1790,11875,1,0,0,300,45,Not Renovated,Issaquah,WA 98027
2014-06-02,12.99,4,2,2340,11034,1,0,0,620,47,Recently Renovated,Lake Forest Park,WA 98155
2014-06-02,13.19,3,2,1690,9626,2,0,0,0,30,Not Renovated,Issaquah,WA 98027
2014-06-02,12.61,4,2,2070,7476,2,0,0,0,11,Not Renovated,Auburn,WA 98092
2014-06-02,12.98,3,2,2240,6396,2,0,0,0,12,Not Renovated,Snoqualmie,WA 98065
2014-06-02,13.68,4,3,4500,21780,2,0,2,1460,34,Not Renovated,Mercer Island,WA 98040
2014-06-02,13.11,3,1,2770,39927,1,0,0,1190,36,Older Renovation,Issaquah,WA 98027
2014-06-02,12.21,3,1,1010,7245,1,0,0,0,45,Recently Renovated,Federal Way,WA 98003
2014-06-02,12.99,3,1,1120,6900,1,0,0,0,58,Not Renovated,Bellevue,WA 98007
2014-06-02,12.68,5,2,3020,21441,1,0,0,1510,36,Older Renovation,Kent,WA 98042
2014-06-02,13.44,4,3,4400,186846,2,0,0,0,21,Not Renovated,Enumclaw,WA 98022
2014-06-02,12.75,3,1,1990,5650,1,0,1,670,51,Older Renovation,Seattle,WA 98178
2014-06-02,12.52,3,1,1450,8820,1,0,0,400,56,Older Renovation,Tukwila,WA 98168
2014-06-02,12.51,4,2,1920,8497,2,0,0,0,16,Older Renovation,Auburn,WA 98092
2014-06-02,12.74,2,2,1175,1366,2,0,0,435,9,Not Renovated,Seattle,WA 98103
2014-06-02,12.70,3,1,1320,13200,1,0,0,0,44,Recently Renovated,Renton,WA 98059
2014-06-02,13.32,5,2,3990,3839,1,0,0,2000,52,Not Renovated,Seattle,WA 98112
2014-06-02,13.03,2,1,1140,5720,1,0,0,290,67,Recently Renovated,Seattle,WA 98115
2014-06-02,13.20,4,1,1720,4240,1,0,0,260,89,Older Renovation,Seattle,WA 98144
2014-06-02,12.93,4,2,2150,9915,1,0,0,910,38,Not Renovated,Newcastle,WA 98056
2014-06-02,13.21,3,1,1790,8203,1,0,1,0,104,Older Renovation,Seattle,WA 98116
2014-06-02,13.59,2,2,2210,6327,1,0,0,0,11,Not Renovated,Redmond,WA 98053
2014-06-02,13.25,3,2,2180,7519,1,0,0,870,33,Not Renovated,Redmond,WA 98052
2014-06-02,12.88,3,2,1410,1290,2,0,0,120,10,Older Renovation,Issaquah,WA 98027
2014-06-02,12.60,3,2,1950,3600,2,0,0,0,4,Not Renovated,Maple Valley,WA 98038
2014-06-02,12.90,3,2,1495,936,3,0,0,90,8,Not Renovated,Seattle,WA 98144
2014-06-03,12.96,3,2,1660,6000,1,0,0,550,35,Recently Renovated,Seattle,WA 98122
2014-06-03,12.70,3,2,1950,8130,2,0,0,0,24,Not Renovated,Kent,WA 98042
2014-06-03,13.38,5,2,2550,5040,1,0,0,0,112,Not Renovated,Seattle,WA 98122
2014-06-03,13.65,3,1,1370,3850,1,0,0,600,103,Older Renovation,Seattle,WA 98112
2014-06-03,13.74,4,2,2200,4000,2,0,0,770,106,Not Renovated,Seattle,WA 98119
2014-06-03,13.18,3,1,1250,6041,1,0,0,0,72,Not Renovated,Seattle,WA 98115
2014-06-03,13.11,4,2,2220,8872,1,0,0,1110,53,Older Renovation,Bellevue,WA 98006
2014-06-03,13.12,3,1,1620,4200,1,0,0,790,69,Not Renovated,Seattle,WA 98115
2014-06-03,12.69,3,1,2250,26337,1,0,0,0,34,Not Renovated,Auburn,WA 98092
2014-06-03,12.81,3,2,1720,99916,2,0,0,0,24,Not Renovated,Kent,WA 98042
2014-06-03,13.06,4,2,3030,9687,2,0,0,1010,16,Older Renovation,North Bend,WA 98045
2014-06-03,12.31,3,1,1030,9120,1,0,0,0,53,Older Renovation,Kent,WA 98032
2014-06-03,13.13,3,2,2190,4882,2,0,0,0,15,Not Renovated,Lake Forest Park,WA 98155
2014-06-03,12.35,3,2,1440,5600,1,0,0,720,72,Older Renovation,Renton,WA 98056
2014-06-03,13.22,4,2,2170,9600,1,0,0,710,34,Not Renovated,Redmond,WA 98052
2014-06-03,13.91,4,3,2930,3200,1,0,0,800,89,Not Renovated,Seattle,WA 98119
2014-06-03,12.17,3,1,1180,9048,1,0,0,0,54,Recently Renovated,Burien,WA 98148
2014-06-03,13.29,4,4,2360,57514,2,0,0,0,75,Older Renovation,Federal Way,WA 98003
2014-06-03,13.48,3,1,1660,8797,1,0,0,0,58,Not Renovated,Bellevue,WA 98004
2014-06-03,13.44,3,2,2390,9313,1,0,0,1000,72,Not Renovated,Seattle,WA 98133
2014-06-03,12.97,3,2,1360,5120,1,0,0,450,90,Not Renovated,Seattle,WA 98116
2014-06-03,13.57,3,2,1840,3500,1,0,0,300,104,Not Renovated,Seattle,WA 98122
2014-06-03,13.07,3,2,1800,43647,1,0,0,0,38,Older Renovation,Woodinville,WA 98072
2014-06-03,13.88,4,3,4130,12320,2,0,0,0,13,Not Renovated,Newcastle,WA 98059
2014-06-03,12.98,3,1,2220,132858,1,0,0,1110,26,Older Renovation,Issaquah,WA 98027
2014-06-03,13.76,5,3,3490,9680,2,0,4,1030,34,Not Renovated,Shoreline,WA 98177
2014-06-03,12.65,4,2,1830,5175,2,0,0,0,11,Not Renovated,Maple Valley,WA 98038
2014-06-03,13.64,4,2,1550,4000,1,0,0,0,84,Older Renovation,Seattle,WA 98105
2014-06-03,13.48,3,2,2050,9000,1,0,0,0,63,Older Renovation,Mercer Island,WA 98040
2014-06-03,12.99,2,1,1230,6600,1,0,0,100,108,Recently Renovated,Seattle,WA 98118
2014-06-03,13.27,4,2,3150,5886,2,0,0,0,0,Not Renovated,Renton,WA 98059
2014-06-03,13.26,3,2,3800,33825,1,0,0,470,38,Older Renovation,Kent,WA 98042
2014-06-03,13.33,3,2,1350,3068,2,0,0,0,23,Not Renovated,Seattle,WA 98122
2014-06-03,12.37,3,2,1530,8700,1,0,0,0,44,Not Renovated,Renton,WA 98055
2014-06-03,13.40,3,2,2290,2798,3,0,0,0,61,Older Renovation,Seattle,WA 98102
2014-06-03,12.54,2,1,1480,15641,1,0,0,0,74,Older Renovation,Seattle,WA 98146
2014-06-03,12.50,3,1,1970,10270,1,0,0,0,48,Not Renovated,Kent,WA 98032
2014-06-03,12.37,2,1,720,4840,1,0,0,0,67,Older Renovation,Seattle,WA 98126
2014-06-03,12.87,3,2,1080,7236,1,0,0,0,67,Not Renovated,Seattle,WA 98125
2014-06-03,13.39,4,2,2790,45902,2,0,0,0,27,Older Renovation,Woodinville,WA 98077
2014-06-03,13.02,5,2,2040,7488,1,0,0,840,45,Not Renovated,Kirkland,WA 98034
2014-06-03,11.92,3,1,1320,8220,1,0,0,0,55,Older Renovation,Des Moines,WA 98198
2014-06-03,12.99,3,2,1680,57063,2,0,0,0,25,Not Renovated,North Bend,WA 98045
2014-06-03,13.47,3,2,2140,4923,1,0,0,1070,86,Not Renovated,Seattle,WA 98103
2014-06-03,12.95,3,1,1660,9600,1,0,0,280,33,Recently Renovated,Bothell,WA 98011
2014-06-03,12.65,3,2,1540,5338,1,0,0,770,60,Not Renovated,Seattle,WA 98115
2014-06-03,12.68,3,2,1880,10758,1,0,0,940,62,Older Renovation,Renton,WA 98059
2014-06-03,12.37,3,1,1250,15603,1,0,0,0,55,Not Renovated,Renton,WA 98056
2014-06-03,12.99,5,2,2120,137565,1,0,0,0,101,Older Renovation,Vashon,WA 98070
2014-06-03,13.21,3,1,1810,3000,1,0,0,0,111,Not Renovated,Seattle,WA 98107
2014-06-03,13.37,3,2,2370,11172,2,0,0,0,21,Not Renovated,Newcastle,WA 98056
2014-06-03,12.98,3,2,1970,4036,2,0,0,0,11,Not Renovated,Snoqualmie,WA 98065
2014-06-03,13.21,3,2,2110,4099,2,0,0,0,13,Not Renovated,Woodinville,WA 98072
2014-06-03,13.63,3,3,2080,10521,1,0,0,0,10,Older Renovation,Kirkland,WA 98034
2014-06-03,13.68,4,2,3720,12384,1,0,2,1860,44,Not Renovated,Sammamish,WA 98075
2014-06-03,12.92,2,1,1370,5125,1,0,0,0,70,Not Renovated,Seattle,WA 98103
2014-06-03,13.45,4,2,2961,12146,2,0,0,0,16,Older Renovation,Sammamish,WA 98075
2014-06-03,13.24,3,2,2090,12112,2,0,0,0,31,Recently Renovated,Redmond,WA 98052
2014-06-03,13.07,3,2,2600,7210,2,0,0,0,25,Not Renovated,Renton,WA 98059
2014-06-03,12.96,3,2,1870,9000,1,0,0,430,36,Not Renovated,Bothell,WA 98011
2014-06-03,13.30,4,2,2620,9873,2,0,0,0,27,Older Renovation,Issaquah,WA 98075
2014-06-03,13.55,3,2,2430,54059,2,0,0,0,27,Older Renovation,Issaquah,WA 98027
2014-06-03,12.38,3,1,1340,16480,1,0,0,0,46,Not Renovated,Kent,WA 98042
2014-06-03,12.59,2,1,1170,10621,1,0,0,0,51,Older Renovation,North Bend,WA 98045
2014-06-03,13.24,3,1,2000,10182,1,0,0,600,51,Not Renovated,Kirkland,WA 98033
2014-06-03,13.33,5,2,2070,12000,1,0,0,730,47,Not Renovated,Bellevue,WA 98008
2014-06-03,13.77,4,3,4590,9150,2,0,0,1100,33,Recently Renovated,Seattle,WA 98177
2014-06-03,13.65,5,1,2550,4623,2,0,0,0,109,Not Renovated,Seattle,WA 98122
2014-06-03,12.24,3,1,1060,9600,1,0,0,0,52,Not Renovated,Federal Way,WA 98023
2014-06-03,12.44,2,1,1220,5000,1,0,0,360,93,Not Renovated,Renton,WA 98057
2014-06-03,12.97,4,2,1790,7203,1,0,0,680,41,Not Renovated,Lake Forest Park,WA 98155
2014-06-03,13.31,3,2,2060,4040,1,0,0,940,67,Older Renovation,Seattle,WA 98103
2014-06-03,12.96,2,2,1140,1182,3,0,0,0,7,Not Renovated,Seattle,WA 98107
2014-06-03,13.49,4,2,2870,12648,2,0,0,0,28,Not Renovated,Issaquah,WA 98029
2014-06-03,12.84,6,1,2550,33740,1,0,0,800,56,Older Renovation,Federal Way,WA 98023
2014-06-03,14.08,4,3,2790,10125,1,0,0,0,29,Not Renovated,Mercer Island,WA 98040
2014-06-03,12.25,3,1,1110,7962,1,0,0,0,52,Older Renovation,Seattle,WA 98146
2014-06-03,12.36,2,1,940,5375,1,0,0,0,62,Not Renovated,Des Moines,WA 98198
2014-06-03,12.56,3,1,2880,18296,1,0,0,1300,56,Older Renovation,Tukwila,WA 98168
2014-06-03,12.90,3,1,1200,4800,1,0,0,0,52,Not Renovated,Bellevue,WA 98007
2014-06-03,13.48,3,1,1030,4958,1,0,0,0,62,Older Renovation,Seattle,WA 98105
2014-06-03,12.07,2,2,1240,2689,2,0,0,0,28,Not Renovated,Federal Way,WA 98003
2014-06-03,12.31,3,2,1200,9566,1,0,0,0,19,Not Renovated,Pacific,WA 98047
2014-06-03,12.91,3,3,2780,4002,2,0,0,0,5,Not Renovated,Duvall,WA 98019
2014-06-03,12.43,3,2,1765,7652,2,0,0,0,18,Not Renovated,Federal Way,WA 98003
2014-06-03,13.30,4,2,1960,14242,1,0,1,670,56,Older Renovation,Burien,WA 98146
2014-06-03,13.74,2,2,2680,11214,1,0,0,0,8,Not Renovated,Redmond,WA 98053
2014-06-03,12.52,3,2,1410,7622,1,0,0,0,31,Not Renovated,Renton,WA 98058
2014-06-03,12.80,4,2,2240,3712,2,0,0,0,0,Not Renovated,Maple Valley,WA 98038
2014-06-03,13.26,4,2,3120,7644,2,0,0,0,4,Not Renovated,Snoqualmie,WA 98065
2014-06-03,12.90,3,2,1450,4706,2,0,0,0,5,Not Renovated,Kenmore,WA 98028
